4.068600000000000136e+02,1.766000000000000014e+01,1.218299999999999983e+02,2.109199999999999818e+03,1.033000000000000029e-01
6.933899999999999864e+02,2.466000000000000014e+01,1.331800000000000068e+02,3.138960000000000036e+03,3.785000000000000031e-01
5.231000000000000227e+02,2.323000000000000043e+01,1.465500000000000114e+02,1.058240000000000009e+03,4.798999999999999932e-01
6.128600000000000136e+02,4.096999999999999886e+01,9.443999999999999773e+01,1.325119999999999891e+03,3.146999999999999797e-01
5.002799999999999727e+02,3.743999999999999773e+01,1.854799999999999898e+02,2.474510000000000218e+03,2.283999999999999919e-01
4.136700000000000159e+02,4.418999999999999773e+01,8.487000000000000455e+01,3.036710000000000036e+03,3.292999999999999816e-01
5.370399999999999636e+02,3.849000000000000199e+01,1.146599999999999966e+02,3.444099999999999909e+03,3.669000000000000039e-01
4.052200000000000273e+02,3.155000000000000071e+01,7.409000000000000341e+01,1.478859999999999900e+03,3.647000000000000242e-01
5.609400000000000546e+02,2.578000000000000114e+01,1.342100000000000080e+02,1.387349999999999909e+03,4.169999999999999818e-01
5.225199999999999818e+02,4.977000000000000313e+01,1.706899999999999977e+02,2.232489999999999782e+03,2.544000000000000150e-01
4.327799999999999727e+02,1.657999999999999829e+01,6.109000000000000341e+01,2.223360000000000127e+03,2.122999999999999887e-01
5.913999999999999773e+02,3.450999999999999801e+01,1.096800000000000068e+02,2.532659999999999854e+03,1.111000000000000043e-01
6.984299999999999500e+02,1.489999999999999991e+00,1.773000000000000114e+02,1.220730000000000018e+03,4.724999999999999756e-01
5.752699999999999818e+02,1.879999999999999893e+00,1.451500000000000057e+02,3.563079999999999927e+03,3.039999999999999925e-01
4.745899999999999750e+02,2.578999999999999915e+01,1.951399999999999864e+02,1.610849999999999909e+03,1.822000000000000008e-01
5.955000000000000000e+02,4.609000000000000341e+01,5.490999999999999659e+01,2.668030000000000200e+03,4.663999999999999813e-01
6.096000000000000227e+02,3.029999999999999805e+00,9.334999999999999432e+01,2.487750000000000000e+03,2.674000000000000266e-01
6.775800000000000409e+02,7.269999999999999574e+00,1.495000000000000000e+02,2.202769999999999982e+03,3.889000000000000234e-01
5.214400000000000546e+02,1.267999999999999972e+01,1.032999999999999972e+02,1.007250000000000000e+03,2.359999999999999876e-01
5.046800000000000068e+02,4.013000000000000256e+01,1.835200000000000102e+02,1.925170000000000073e+03,1.512999999999999901e-01
6.188200000000000500e+02,4.436999999999999744e+01,1.565699999999999932e+02,2.099159999999999854e+03,4.326999999999999735e-01
4.972300000000000182e+02,9.140000000000000568e+00,1.509399999999999977e+02,2.852570000000000164e+03,3.153000000000000247e-01
5.587000000000000455e+02,2.403000000000000114e+01,1.685000000000000000e+02,3.160559999999999945e+03,2.036999999999999922e-01
5.366299999999999955e+02,2.523999999999999844e+01,1.324000000000000057e+02,1.535319999999999936e+03,4.867000000000000215e-01
5.339199999999999591e+02,6.370000000000000107e+00,1.833799999999999955e+02,2.137010000000000218e+03,2.419999999999999929e-01
5.531000000000000227e+02,1.132000000000000028e+01,9.664000000000000057e+01,1.396430000000000064e+03,3.274000000000000243e-01
5.400199999999999818e+02,3.564000000000000057e+01,1.433700000000000045e+02,1.410210000000000036e+03,2.228999999999999870e-01
6.110399999999999636e+02,3.167000000000000171e+01,1.434799999999999898e+02,2.523969999999999800e+03,1.642000000000000126e-01
4.690600000000000023e+02,4.568999999999999773e+01,1.350900000000000034e+02,2.822050000000000182e+03,3.165999999999999925e-01
5.559099999999999682e+02,2.291000000000000014e+01,1.531800000000000068e+02,1.840049999999999955e+03,3.575999999999999734e-01
4.306200000000000045e+02,3.935000000000000142e+01,9.235999999999999943e+01,3.595619999999999891e+03,2.716000000000000081e-01
4.415500000000000114e+02,1.623999999999999844e+01,8.837999999999999545e+01,3.082440000000000055e+03,4.642999999999999905e-01
4.484499999999999886e+02,2.479999999999999982e+00,1.200600000000000023e+02,1.572390000000000100e+03,1.072000000000000036e-01
5.032799999999999727e+02,2.055000000000000071e+01,1.836899999999999977e+02,1.792150000000000091e+03,2.311999999999999889e-01
6.310700000000000500e+02,1.628999999999999915e+01,8.745999999999999375e+01,1.729519999999999982e+03,4.035000000000000253e-01
5.160599999999999454e+02,4.546000000000000085e+01,1.197999999999999972e+02,3.432949999999999818e+03,3.825000000000000067e-01
5.464099999999999682e+02,1.093999999999999950e+01,1.311800000000000068e+02,1.021309999999999945e+03,4.929000000000000048e-01
4.632599999999999909e+02,9.869999999999999218e+00,9.293999999999999773e+01,1.313529999999999973e+03,1.726000000000000034e-01
4.558600000000000136e+02,1.306000000000000050e+01,6.526999999999999602e+01,3.278599999999999909e+03,1.744999999999999885e-01
5.642599999999999909e+02,4.507999999999999829e+01,1.878499999999999943e+02,1.820190000000000055e+03,2.091999999999999971e-01
4.054499999999999886e+02,4.167999999999999972e+01,5.177000000000000313e+01,1.241349999999999909e+03,3.469999999999999751e-01
4.149800000000000182e+02,2.376999999999999957e+01,1.232300000000000040e+02,3.505099999999999909e+03,4.076000000000000179e-01
6.347899999999999636e+02,3.992999999999999972e+01,1.224599999999999937e+02,2.363230000000000018e+03,4.020000000000000240e-01
4.126399999999999864e+02,2.098999999999999844e+01,1.143100000000000023e+02,2.178809999999999945e+03,4.335999999999999854e-01
6.632300000000000182e+02,2.146000000000000085e+01,1.472299999999999898e+02,2.127090000000000146e+03,4.007000000000000006e-01
4.378700000000000045e+02,2.367000000000000171e+01,7.281999999999999318e+01,1.368680000000000064e+03,4.240999999999999770e-01
6.157899999999999636e+02,1.710999999999999943e+01,1.624000000000000057e+02,1.155559999999999945e+03,2.778999999999999804e-01
5.510499999999999545e+02,1.578999999999999915e+01,8.618999999999999773e+01,1.146920000000000073e+03,3.565999999999999726e-01
5.810099999999999909e+02,4.671999999999999886e+01,1.487899999999999920e+02,1.050779999999999973e+03,1.474000000000000032e-01
4.738700000000000045e+02,1.676999999999999957e+01,1.892100000000000080e+02,3.490420000000000073e+03,3.261999999999999900e-01
6.353300000000000409e+02,2.251999999999999957e+01,8.131999999999999318e+01,3.451239999999999782e+03,2.960999999999999743e-01
4.217200000000000273e+02,3.575999999999999801e+01,1.814600000000000080e+02,2.977800000000000182e+03,1.338000000000000023e-01
5.513999999999999773e+02,7.940000000000000391e+00,6.584000000000000341e+01,3.470300000000000182e+03,1.778000000000000136e-01
6.487000000000000455e+02,1.001999999999999957e+01,6.085000000000000142e+01,2.926869999999999891e+03,1.766999999999999960e-01
5.670800000000000409e+02,3.985999999999999943e+01,1.582800000000000011e+02,2.047960000000000036e+03,3.237999999999999767e-01
4.490899999999999750e+02,4.728000000000000114e+01,1.245100000000000051e+02,1.246680000000000064e+03,2.827000000000000068e-01
5.941599999999999682e+02,8.109999999999999432e+00,1.959000000000000057e+02,2.334650000000000091e+03,1.381999999999999895e-01
6.618500000000000227e+02,1.876000000000000156e+01,6.439000000000000057e+01,1.693299999999999955e+03,4.248000000000000109e-01
